PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,SirName,Cabin2
675,0.0,2,"Watson, Mr. Ennis Hastings",male,32.25215146299484,0,0,239856,0.0,,S,Watson,Mr,Y
676,0.0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,,S,Edvardsson,Mr,Z
677,0.0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,Sawyer,Mr,Z
678,1.0,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,,S,Turja,Miss,Z
679,0.0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,,S,Goodwin,Mrs,Z
680,1.0,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Cardeza,Mr,B
681,0.0,3,"Peters, Miss. Katie",female,21.774238095238097,0,0,330935,8.1375,,Q,Peters,Miss,Z
682,1.0,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C,Hassab,Mr,D
683,0.0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,,S,Olsvigen,Mr,Z
684,0.0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,,S,Goodwin,Mr,Z
685,0.0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,,S,Brown,Mr,Y
686,0.0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,,C,Laroche,Mr,Y
687,0.0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,,S,Panula,Mr,Z
688,0.0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,,S,Dakic,Mr,Z
689,0.0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,,S,Fischer,Mr,Z
690,1.0,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S,Madill,Miss,B
691,1.0,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,Dick,Mr,B
692,1.0,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,,C,Karun,Miss,Z
693,1.0,3,"Lam, Mr. Ali",male,32.25215146299484,0,0,1601,56.4958,,S,Lam,Mr,Z
694,0.0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,,C,Saad,Mr,Z
695,0.0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,,S,Weir,Col,X
696,0.0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,,S,Chapman,Mr,Y
697,0.0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,,S,Kelly,Mr,Z
698,1.0,3,"Mullens, Miss. Katherine ""Katie""",female,21.774238095238097,0,0,35852,7.7333,,Q,Mullens,Miss,Z
699,0.0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C,Thayer,Mr,C
700,0.0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,Humblen,Mr,F
701,1.0,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C62 C64,C,Astor,Mrs,C
702,1.0,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,S,Silverthorne,Mr,E
703,0.0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,,C,Barbara,Miss,Z
704,0.0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,,Q,Gallagher,Mr,Z
705,0.0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,,S,Hansen,Mr,Z
706,0.0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,,S,Morley,Mr,Y
707,1.0,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,,S,Kelly,Mrs,Y
708,1.0,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,Calderhead,Mr,E
709,1.0,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,,S,Cleaver,Miss,X
710,1.0,3,"Moubarek, Master. Halim Gonios (""William George"")",male,5.482641509433963,1,1,2661,15.2458,,C,Moubarek,Master,Z
711,1.0,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,Mayne,Mlle,C
712,0.0,1,"Klaber, Mr. Herman",male,32.25215146299484,0,0,113028,26.55,C124,S,Klaber,Mr,C
713,1.0,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S,Taylor,Mr,C
714,0.0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,,S,Larsson,Mr,Z
715,0.0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,,S,Greenberg,Mr,Y
716,0.0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S,Soholt,Mr,F
717,1.0,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,C,Endres,Miss,C
718,1.0,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,Troutt,Miss,E
719,0.0,3,"McEvoy, Mr. Michael",male,32.25215146299484,0,0,36568,15.5,,Q,McEvoy,Mr,Z
720,0.0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S,Johnson,Mr,Z
721,1.0,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,,S,Harper,Miss,Y
722,0.0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,,S,Jensen,Mr,Z
723,0.0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,,S,Gillespie,Mr,Y
724,0.0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,,S,Hodges,Mr,Y
725,1.0,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,E8,S,Chambers,Mr,E
726,0.0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,,S,Oreskovic,Mr,Z
727,1.0,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,,S,Renouf,Mrs,Y
728,1.0,3,"Mannion, Miss. Margareth",female,21.774238095238097,0,0,36866,7.7375,,Q,Mannion,Miss,Z
729,0.0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,,S,Bryhl,Mr,Y
730,0.0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,,S,Ilmakangas,Miss,Z
731,1.0,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,S,Allen,Miss,B
732,0.0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,,C,Hassan,Mr,Z
733,0.0,2,"Knight, Mr. Robert J",male,32.25215146299484,0,0,239855,0.0,,S,Knight,Mr,Y
734,0.0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,,S,Berriman,Mr,Y
735,0.0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,,S,Troupiansky,Mr,Y
736,0.0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,Williams,Mr,Z
737,0.0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,,S,Ford,Mrs,Z
738,1.0,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,B101,C,Lesurer,Mr,B
739,0.0,3,"Ivanoff, Mr. Kanio",male,32.25215146299484,0,0,349201,7.8958,,S,Ivanoff,Mr,Z
740,0.0,3,"Nankoff, Mr. Minko",male,32.25215146299484,0,0,349218,7.8958,,S,Nankoff,Mr,Z
741,1.0,1,"Hawksford, Mr. Walter James",male,32.25215146299484,0,0,16988,30.0,D45,S,Hawksford,Mr,D
742,0.0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,C46,S,Cavendish,Mr,C
743,1.0,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,Miss,B
744,0.0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,,S,McNamee,Mr,Z
745,1.0,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,,S,Stranden,Mr,Z
746,0.0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,B22,S,Crosby,Capt,B
747,0.0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,,S,Abbott,Mr,Z
748,1.0,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,,S,Sinkkonen,Miss,Y
749,0.0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,D30,S,Marvin,Mr,D
750,0.0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,,Q,Connaghton,Mr,Z
751,1.0,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,,S,Wells,Miss,Y
752,1.0,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S,Moor,Master,E
753,0.0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,,S,Vande,Mr,Z
754,0.0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,,S,Jonkoff,Mr,Z
755,1.0,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,,S,Herman,Mrs,Y
756,1.0,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,Hamalainen,Master,Y
757,0.0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,,S,Carlsson,Mr,Z
758,0.0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,,S,Bailey,Mr,Y
759,0.0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S,Theobald,Mr,Z
760,1.0,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,B77,S,Rothes,Countess,B
761,0.0,3,"Garfirth, Mr. John",male,32.25215146299484,0,0,358585,14.5,,S,Garfirth,Mr,Z
762,0.0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,S,Nirva,Mr,Z
763,1.0,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,,C,Barah,Mr,Z
764,1.0,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,B96 B98,S,Carter,Mrs,B
765,0.0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,,S,Eklund,Mr,Z
766,1.0,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,S,Hogeboom,Mrs,D
767,0.0,1,"Brewe, Dr. Arthur Jackson",male,43.57142857142857,0,0,112379,39.6,,C,Brewe,Dr,X
768,0.0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,Mangan,Miss,Z
769,0.0,3,"Moran, Mr. Daniel J",male,32.25215146299484,1,0,371110,24.15,,Q,Moran,Mr,Z
770,0.0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,,S,Gronnestad,Mr,Z
771,0.0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,,S,Lievens,Mr,Z
772,0.0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,,S,Jensen,Mr,Z
773,0.0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,Mack,Mrs,E
774,0.0,3,"Elias, Mr. Dibo",male,32.25215146299484,0,0,2674,7.225,,C,Elias,Mr,Z
775,1.0,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,,S,Hocking,Mrs,Y
776,0.0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,,S,Myhrman,Mr,Z
777,0.0,3,"Tobin, Mr. Roger",male,32.25215146299484,0,0,383121,7.75,F38,Q,Tobin,Mr,F
778,1.0,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,,S,Emanuel,Miss,Z
779,0.0,3,"Kilgannon, Mr. Thomas J",male,32.25215146299484,0,0,36865,7.7375,,Q,Kilgannon,Mr,Z
780,1.0,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,B3,S,Robert,Mrs,B
781,1.0,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,,C,Ayoub,Miss,Z
782,1.0,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,B20,S,Dick,Mrs,B
783,0.0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,D6,S,Long,Mr,D
784,0.0,3,"Johnston, Mr. Andrew G",male,32.25215146299484,1,2,W./C. 6607,23.45,,S,Johnston,Mr,Z
785,0.0,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,Ali,Mr,Z
786,0.0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,,S,Harmer,Mr,Z
787,1.0,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,,S,Sjoblom,Miss,Z
788,0.0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,,Q,Rice,Master,Z
789,1.0,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,,S,Dean,Master,Z
790,0.0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,B82 B84,C,Guggenheim,Mr,B
791,0.0,3,"Keane, Mr. Andrew ""Andy""",male,32.25215146299484,0,0,12460,7.75,,Q,Keane,Mr,Z
792,0.0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,,S,Gaskell,Mr,Y
793,0.0,3,"Sage, Miss. Stella Anna",female,21.774238095238097,8,2,CA. 2343,69.55,,S,Sage,Miss,Z
794,0.0,1,"Hoyt, Mr. William Fisher",male,32.25215146299484,0,0,PC 17600,30.6958,,C,Hoyt,Mr,X
795,0.0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,,S,Dantcheff,Mr,Z
796,0.0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,,S,Otter,Mr,Y
797,1.0,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,D17,S,Leader,Dr,D
798,1.0,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S,Osman,Mrs,Z
799,0.0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,7.2292,,C,Ibrahim,Mr,Z
800,0.0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,S,Van,Mrs,Z
801,0.0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,,S,Ponesell,Mr,Y
802,1.0,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,,S,Collyer,Mrs,Y
803,1.0,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,B96 B98,S,Carter,Master,B
804,1.0,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,Thomas,Master,Z
805,1.0,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,,S,Hedman,Mr,Z
806,0.0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,,S,Johansson,Mr,Z
807,0.0,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S,Andrews,Mr,A
808,0.0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,,S,Pettersson,Miss,Z
809,0.0,2,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,,S,Meyer,Mr,Y
810,1.0,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,S,Chambers,Mrs,E
811,0.0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,,S,Alexander,Mr,Z
812,0.0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S,Lester,Mr,Z
813,0.0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,,S,Slemen,Mr,Y
814,0.0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,,S,Andersson,Miss,Z
815,0.0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,Tomlin,Mr,Z
816,0.0,1,"Fry, Mr. Richard",male,32.25215146299484,0,0,112058,0.0,B102,S,Fry,Mr,B
817,0.0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,,S,Heininen,Miss,Z
818,0.0,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,Mallet,Mr,Y
819,0.0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,,S,Holm,Mr,Z
820,0.0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,,S,Skoog,Master,Z
821,1.0,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,93.5,B69,S,Hays,Mrs,B
822,1.0,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,,S,Lulic,Mr,Z
823,0.0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,S,Reuchlin,Jonkheer,X
824,1.0,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,E121,S,Moor,Mrs,E
825,0.0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,,S,Panula,Master,Z
826,0.0,3,"Flynn, Mr. John",male,32.25215146299484,0,0,368323,6.95,,Q,Flynn,Mr,Z
827,0.0,3,"Lam, Mr. Len",male,32.25215146299484,0,0,1601,56.4958,,S,Lam,Mr,Z
828,1.0,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,Mallet,Master,Y
829,1.0,3,"McCormack, Mr. Thomas Joseph",male,32.25215146299484,0,0,367228,7.75,,Q,McCormack,Mr,Z
830,1.0,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,B28,S,Stone,Mrs,B
831,1.0,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C,Yasbeck,Mrs,Z
832,1.0,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,Richards,Master,Y
833,0.0,3,"Saad, Mr. Amin",male,32.25215146299484,0,0,2671,7.2292,,C,Saad,Mr,Z
834,0.0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,,S,Augustsson,Mr,Z
835,0.0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,,S,Allum,Mr,Z
836,1.0,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,C,Compton,Miss,E
837,0.0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,,S,Pasic,Mr,Z
838,0.0,3,"Sirota, Mr. Maurice",male,32.25215146299484,0,0,392092,8.05,,S,Sirota,Mr,Z
839,1.0,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,S,Chip,Mr,Z
840,1.0,1,"Marechal, Mr. Pierre",male,32.25215146299484,0,0,11774,29.7,C47,C,Marechal,Mr,C
841,0.0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,S,Alhomaki,Mr,Z
842,0.0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S,Mudd,Mr,Y
843,1.0,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,,C,Serepeca,Miss,X
844,0.0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,Lemberopolous,Mr,Z
845,0.0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,,S,Culumovic,Mr,Z
846,0.0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,S,Abbing,Mr,Z
847,0.0,3,"Sage, Mr. Douglas Bullen",male,32.25215146299484,8,2,CA. 2343,69.55,,S,Sage,Mr,Z
848,0.0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,,C,Markoff,Mr,Z
849,0.0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,,S,Harper,Rev,Y
850,1.0,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,36.99411764705882,1,0,17453,89.1042,C92,C,Goldenberg,Mrs,C
851,0.0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,S,Andersson,Master,Z
852,0.0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S,Svensson,Mr,Z
853,0.0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,C,Boulos,Miss,Z
854,1.0,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S,Lines,Miss,D
855,0.0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,,S,Carter,Mrs,Y
856,1.0,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,,S,Aks,Mrs,Z
857,1.0,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,S,Wick,Mrs,X
858,1.0,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,E17,S,Daly,Mr,E
859,1.0,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,C,Baclini,Mrs,Z
860,0.0,3,"Razi, Mr. Raihed",male,32.25215146299484,0,0,2629,7.2292,,C,Razi,Mr,Z
861,0.0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,,S,Hansen,Mr,Z
862,0.0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,,S,Giles,Mr,Y
863,1.0,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,S,Swift,Mrs,D
864,0.0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,21.774238095238097,8,2,CA. 2343,69.55,,S,Sage,Miss,Z
865,0.0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,,S,Gill,Mr,Y
866,1.0,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S,Bystrom,Mrs,Y
867,1.0,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,,C,Duran,Miss,Y
868,0.0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,A24,S,Roebling,Mr,A
869,0.0,3,"van Melkebeke, Mr. Philemon",male,32.25215146299484,0,0,345777,9.5,,S,van,Mr,Z
870,1.0,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,,S,Johnson,Master,Z
871,0.0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,,S,Balkic,Mr,Z
872,1.0,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S,Beckwith,Mrs,D
873,0.0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,S,Carlsson,Mr,B
874,0.0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,S,Vander,Mr,Z
875,1.0,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,,C,Abelson,Mrs,Y
876,1.0,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,,C,Najib,Miss,Z
877,0.0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,S,Gustafsson,Mr,Z
878,0.0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,,S,Petroff,Mr,Z
879,0.0,3,"Laleff, Mr. Kristo",male,32.25215146299484,0,0,349217,7.8958,,S,Laleff,Mr,Z
880,1.0,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C50,C,Potter,Mrs,C
881,1.0,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,,S,Shelley,Mrs,Y
882,0.0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,,S,Markun,Mr,Z
883,0.0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,S,Dahlberg,Miss,Z
884,0.0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,,S,Banfield,Mr,Y
885,0.0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,S,Sutehall,Mr,Z
886,0.0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Q,Rice,Mrs,Z
887,0.0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,,S,Montvila,Rev,Y
888,1.0,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,S,Graham,Miss,B
889,0.0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,21.774238095238097,1,2,W./C. 6607,23.45,,S,Johnston,Miss,Z
890,1.0,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C148,C,Behr,Mr,C
891,0.0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,,Q,Dooley,Mr,Z
892,,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,,Q,Kelly,Mr,Z
893,,3,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,,S,Wilkes,Mrs,Z
894,,2,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,,Q,Myles,Mr,Y
895,,3,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,,S,Wirz,Mr,Z
896,,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22.0,1,1,3101298,12.2875,,S,Hirvonen,Mrs,Z
897,,3,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,,S,Svensson,Mr,Z
898,,3,"Connolly, Miss. Kate",female,30.0,0,0,330972,7.6292,,Q,Connolly,Miss,Z
899,,2,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,,S,Caldwell,Mr,Y
900,,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,2657,7.2292,,C,Abrahim,Mrs,Z
901,,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,,S,Davies,Mr,Z
